date,district,magnitude,depth_km,seismic_activity,earthquake
2024-06-27,Ramanathapuram,6.4,49,27,0
2024-06-30,Ramanathapuram,5.6,232,94,1
2024-07-03,Ramanathapuram,7.0,231,36,0
2024-07-06,Ramanathapuram,2.8,222,93,0
2024-07-09,Ramanathapuram,6.5,76,75,1
2024-07-12,Ramanathapuram,5.0,78,26,0
2024-07-15,Ramanathapuram,3.5,273,42,0
2024-07-18,Ramanathapuram,2.3,197,11,0
2024-07-21,Ramanathapuram,2.0,144,53,0
2024-07-24,Ramanathapuram,2.9,241,90,0
2024-07-27,Ramanathapuram,4.8,75,25,0
2024-07-30,Ramanathapuram,2.9,200,37,0
2024-08-02,Ramanathapuram,4.8,26,38,0
2024-08-05,Ramanathapuram,6.2,160,63,1
2024-08-08,Ramanathapuram,4.8,242,28,0
2024-08-11,Ramanathapuram,2.1,6,19,0
2024-08-14,Ramanathapuram,3.3,246,15,0
2024-08-17,Ramanathapuram,5.3,152,53,0
2024-08-20,Ramanathapuram,2.9,130,3,0
2024-08-23,Ramanathapuram,2.6,146,63,0
2024-08-26,Ramanathapuram,7.0,39,76,1
2024-08-29,Ramanathapuram,5.7,251,72,1
2024-09-01,Ramanathapuram,4.2,137,80,0
2024-09-04,Ramanathapuram,5.4,66,47,0
2024-09-07,Ramanathapuram,4.6,299,2,0
2024-09-10,Ramanathapuram,6.2,88,74,1
2024-09-13,Ramanathapuram,2.3,168,59,0
2024-09-16,Ramanathapuram,6.4,74,45,0
2024-09-19,Ramanathapuram,2.8,144,46,0
2024-09-22,Ramanathapuram,4.1,187,6,0
2024-09-25,Ramanathapuram,3.4,276,81,0
2024-09-28,Ramanathapuram,6.7,268,24,0
2024-10-01,Ramanathapuram,5.8,98,97,1
2024-10-04,Ramanathapuram,2.5,90,69,0
2024-10-07,Ramanathapuram,3.6,166,87,0
2024-10-10,Ramanathapuram,6.0,143,87,1
2024-10-13,Ramanathapuram,5.5,190,12,0
2024-10-16,Ramanathapuram,4.7,185,18,0
2024-10-19,Ramanathapuram,2.1,270,36,0
2024-10-22,Ramanathapuram,3.9,253,52,0
2024-10-25,Ramanathapuram,3.7,88,13,0
2024-10-28,Ramanathapuram,3.1,262,28,0
2024-10-31,Ramanathapuram,6.2,291,78,1
2024-11-03,Ramanathapuram,5.4,274,68,1
2024-11-06,Ramanathapuram,5.6,63,53,0
2024-11-09,Ramanathapuram,4.3,44,14,0
2024-11-12,Ramanathapuram,6.1,13,61,1
2024-11-15,Ramanathapuram,3.7,190,17,0
2024-11-18,Ramanathapuram,6.1,272,97,1
2024-11-21,Ramanathapuram,6.9,93,90,1
2024-11-24,Ramanathapuram,3.5,65,28,0
2024-11-27,Ramanathapuram,2.6,77,88,0
2024-11-30,Ramanathapuram,3.1,69,26,0
2024-12-03,Ramanathapuram,2.7,45,54,0
2024-12-06,Ramanathapuram,5.5,62,9,0
2024-12-09,Ramanathapuram,2.1,252,96,0
2024-12-12,Ramanathapuram,4.2,105,13,0
2024-12-15,Ramanathapuram,2.2,267,75,0
2024-12-18,Ramanathapuram,2.3,65,32,0
2024-12-21,Ramanathapuram,2.2,159,85,0
2024-12-24,Ramanathapuram,2.1,54,100,0
2024-12-27,Ramanathapuram,2.6,110,75,0
2024-12-30,Ramanathapuram,6.5,99,85,1
2024-01-01,Sivaganga,3.8,51,18,0
2024-01-04,Sivaganga,6.2,147,74,1
2024-01-07,Sivaganga,3.7,87,64,0
2024-01-10,Sivaganga,5.9,128,64,1
2024-01-13,Sivaganga,4.9,55,74,0
2024-01-16,Sivaganga,5.8,275,27,0
2024-01-19,Sivaganga,5.6,149,21,0
2024-01-22,Sivaganga,6.5,280,0,0
2024-01-25,Sivaganga,6.9,55,27,0
2024-01-28,Sivaganga,6.6,248,46,0
2024-01-31,Sivaganga,5.5,99,56,0
2024-02-03,Sivaganga,5.4,59,23,0
2024-02-06,Sivaganga,6.2,199,54,0
2024-02-09,Sivaganga,3.1,121,52,0
2024-02-12,Sivaganga,2.6,165,15,0
2024-02-15,Sivaganga,4.3,271,17,0
2024-02-18,Sivaganga,4.5,189,90,0
2024-02-21,Sivaganga,3.4,25,10,0
2024-02-24,Sivaganga,3.6,64,49,0
2024-02-27,Sivaganga,3.4,164,87,0
2024-03-02,Sivaganga,6.9,232,28,0
2024-03-05,Sivaganga,4.8,153,54,0
2024-03-08,Sivaganga,2.9,40,60,0
2024-03-11,Sivaganga,6.7,193,22,0
2024-03-14,Sivaganga,2.1,256,86,0
2024-03-17,Sivaganga,2.5,229,66,0
2024-03-20,Sivaganga,5.3,48,15,0
2024-03-23,Sivaganga,2.7,210,88,0
2024-03-26,Sivaganga,5.0,57,94,1
2024-03-29,Sivaganga,6.6,91,8,0
2024-04-01,Sivaganga,3.8,106,43,0
2024-04-04,Sivaganga,3.0,211,15,0
2024-04-07,Sivaganga,3.2,222,92,0
2024-04-10,Sivaganga,4.5,144,96,0
2024-04-13,Sivaganga,5.9,209,45,0
2024-04-16,Sivaganga,4.4,212,62,0
2024-04-19,Sivaganga,4.6,80,98,0
2024-04-22,Sivaganga,4.3,67,32,0
2024-04-25,Sivaganga,4.4,123,80,0
2024-04-28,Sivaganga,6.7,20,12,0
2024-05-01,Sivaganga,5.7,39,63,1
2024-05-04,Sivaganga,5.4,96,48,0
2024-05-07,Sivaganga,5.0,172,19,0
2024-05-10,Sivaganga,3.5,54,97,0
2024-05-13,Sivaganga,2.4,271,98,0
2024-05-16,Sivaganga,4.5,243,25,0
2024-05-19,Sivaganga,3.5,259,62,0
2024-05-22,Sivaganga,4.5,282,43,0
2024-05-25,Sivaganga,6.0,281,69,1
2024-05-28,Sivaganga,2.1,21,55,0
2024-05-31,Sivaganga,6.4,65,49,0
2024-06-03,Sivaganga,4.3,197,56,0
2024-06-06,Sivaganga,4.3,21,22,0
2024-06-09,Sivaganga,4.8,160,90,0
2024-06-12,Sivaganga,2.8,225,17,0
2024-06-15,Sivaganga,3.6,204,62,0
2024-06-18,Sivaganga,5.8,296,86,1
2024-06-21,Sivaganga,4.5,288,87,0
2024-06-24,Sivaganga,4.7,245,60,0
2024-06-27,Sivaganga,4.8,85,64,0
2024-06-30,Sivaganga,2.3,139,63,0
2024-07-03,Sivaganga,5.0,198,78,1
2024-07-06,Sivaganga,5.4,150,41,0
2024-07-09,Sivaganga,2.3,28,16,0
2024-07-12,Sivaganga,6.2,183,94,1
2024-07-15,Sivaganga,4.9,179,48,0
2024-07-18,Sivaganga,2.5,181,45,0
2024-07-21,Sivaganga,4.1,33,84,0
2024-07-24,Sivaganga,3.2,125,82,0
2024-07-27,Sivaganga,3.6,48,88,0
2024-07-30,Sivaganga,2.3,161,14,0
2024-08-02,Sivaganga,3.7,15,68,0
2024-08-05,Sivaganga,3.6,240,84,0
2024-08-08,Sivaganga,6.3,295,65,1
2024-08-11,Sivaganga,6.5,141,2,0
2024-08-14,Sivaganga,5.5,16,40,0
2024-08-17,Sivaganga,3.9,204,41,0
2024-08-20,Sivaganga,4.9,255,12,0
2024-08-23,Sivaganga,5.5,110,43,0
2024-08-26,Sivaganga,4.5,178,21,0
2024-08-29,Sivaganga,5.1,191,55,0
2024-09-01,Sivaganga,3.0,43,68,0
2024-09-04,Sivaganga,3.1,140,6,0
2024-09-07,Sivaganga,3.5,298,51,0
2024-09-10,Sivaganga,6.0,52,91,1
2024-09-13,Sivaganga,6.2,53,75,1
2024-09-16,Sivaganga,3.7,39,72,0
2024-09-19,Sivaganga,6.0,248,54,0
2024-09-22,Sivaganga,3.0,44,83,0
2024-09-25,Sivaganga,6.1,263,38,0
2024-09-28,Sivaganga,4.2,281,40,0
2024-10-01,Sivaganga,3.0,210,32,0
2024-10-04,Sivaganga,5.1,237,85,1
2024-10-07,Sivaganga,5.8,97,2,0
2024-10-10,Sivaganga,5.1,269,23,0
2024-10-13,Sivaganga,4.9,114,84,0
2024-10-16,Sivaganga,6.8,244,34,0
2024-10-19,Sivaganga,6.7,277,78,1
2024-10-22,Sivaganga,6.3,227,72,1
2024-10-25,Sivaganga,5.6,35,66,1
2024-10-28,Sivaganga,3.0,241,18,0
2024-10-31,Sivaganga,3.2,158,55,0
2024-11-03,Sivaganga,4.1,37,81,0
2024-11-06,Sivaganga,3.0,216,34,0
2024-11-09,Sivaganga,6.1,87,32,0
2024-11-12,Sivaganga,5.4,125,51,0
2024-11-15,Sivaganga,3.2,81,24,0
2024-11-18,Sivaganga,2.1,163,59,0
2024-11-21,Sivaganga,4.4,228,54,0
2024-11-24,Sivaganga,5.2,23,25,0
2024-11-27,Sivaganga,2.8,74,3,0
2024-11-30,Sivaganga,3.3,147,84,0
2024-12-03,Sivaganga,4.8,26,92,0
2024-12-06,Sivaganga,4.4,15,7,0
2024-12-09,Sivaganga,6.3,47,40,0
2024-12-12,Sivaganga,5.0,37,52,0
2024-12-15,Sivaganga,6.5,51,50,0
2024-12-18,Sivaganga,6.7,76,30,0
2024-12-21,Sivaganga,2.6,261,15,0
2024-12-24,Sivaganga,4.6,273,32,0
2024-12-27,Sivaganga,4.5,51,30,0
2024-12-30,Sivaganga,5.0,165,42,0
2024-01-01,Tirupur,6.2,204,95,1
2024-01-04,Tirupur,5.7,221,27,0
2024-01-07,Tirupur,2.7,94,27,0
2024-01-10,Tirupur,6.8,230,52,0
2024-01-13,Tirupur,3.3,33,62,0
2024-01-16,Tirupur,4.7,62,40,0
2024-01-19,Tirupur,4.7,248,87,0
2024-01-22,Tirupur,3.2,147,100,0
2024-01-25,Tirupur,6.7,190,60,1
2024-01-28,Tirupur,5.6,162,2,0
2024-01-31,Tirupur,5.2,22,94,1
2024-02-03,Tirupur,5.3,32,88,1
2024-02-06,Tirupur,6.6,127,32,0
2024-02-09,Tirupur,4.8,163,81,0
2024-02-12,Tirupur,6.8,190,87,1
2024-02-15,Tirupur,2.6,126,56,0
2024-02-18,Tirupur,3.9,206,32,0
2024-02-21,Tirupur,3.5,125,38,0
2024-02-24,Tirupur,3.1,87,56,0
2024-02-27,Tirupur,5.2,213,4,0
2024-03-02,Tirupur,3.4,46,99,0
2024-03-05,Tirupur,6.7,246,94,1
2024-03-08,Tirupur,4.1,175,91,0
2024-03-11,Tirupur,4.1,56,20,0
2024-03-14,Tirupur,5.5,264,8,0
2024-03-17,Tirupur,3.8,285,94,0
2024-03-20,Tirupur,3.6,19,97,0
2024-03-23,Tirupur,2.3,99,80,0
2024-03-26,Tirupur,4.2,74,0,0
2024-03-29,Tirupur,4.0,161,40,0
2024-04-01,Tirupur,4.9,61,20,0
2024-04-04,Tirupur,3.2,71,76,0
2024-04-07,Tirupur,5.4,168,57,0
2024-04-10,Tirupur,4.4,73,33,0
2024-04-13,Tirupur,2.9,172,36,0
2024-04-16,Tirupur,3.0,217,47,0
2024-04-19,Tirupur,2.9,198,73,0
2024-04-22,Tirupur,3.1,16,71,0
2024-04-25,Tirupur,5.2,122,11,0
2024-04-28,Tirupur,6.9,106,33,0
2024-05-01,Tirupur,5.5,91,6,0
2024-05-04,Tirupur,4.0,224,76,0
2024-05-07,Tirupur,3.3,50,47,0
2024-05-10,Tirupur,2.9,295,15,0
2024-05-13,Tirupur,2.1,274,55,0
2024-05-16,Tirupur,5.9,237,86,1
2024-05-19,Tirupur,4.5,119,91,0
2024-05-22,Tirupur,3.0,141,36,0
2024-05-25,Tirupur,5.7,200,16,0
2024-05-28,Tirupur,4.2,110,76,0
2024-05-31,Tirupur,3.1,149,93,0
2024-06-03,Tirupur,5.4,219,23,0
2024-06-06,Tirupur,4.0,79,3,0
2024-06-09,Tirupur,3.5,139,30,0
2024-06-12,Tirupur,5.1,132,47,0
2024-06-15,Tirupur,4.9,239,10,0
2024-06-18,Tirupur,2.1,73,41,0
2024-06-21,Tirupur,6.9,208,87,1
2024-06-24,Tirupur,3.1,201,90,0
2024-06-27,Tirupur,4.1,136,9,0
2024-06-30,Tirupur,2.5,35,6,0
2024-07-03,Tirupur,3.7,125,60,0
2024-07-06,Tirupur,6.5,28,0,0
2024-07-09,Tirupur,3.3,200,38,0
2024-07-12,Tirupur,6.9,194,16,0
2024-07-15,Tirupur,6.8,291,5,0
2024-07-18,Tirupur,4.9,138,21,0
2024-07-21,Tirupur,4.5,178,59,0
2024-07-24,Tirupur,2.7,167,90,0
2024-07-27,Tirupur,4.7,77,33,0
2024-07-30,Tirupur,2.6,27,16,0
2024-08-02,Tirupur,4.5,148,95,0
2024-08-05,Tirupur,3.8,225,36,0
2024-08-08,Tirupur,6.5,139,78,1
2024-08-11,Tirupur,6.1,140,66,1
2024-08-14,Tirupur,3.6,89,40,0
2024-08-17,Tirupur,5.7,256,97,1
2024-08-20,Tirupur,6.8,289,84,1
2024-08-23,Tirupur,5.2,230,6,0
2024-08-26,Tirupur,2.9,32,29,0
2024-08-29,Tirupur,2.9,245,33,0
2024-09-01,Tirupur,2.8,244,55,0
2024-09-04,Tirupur,2.6,258,5,0
2024-09-07,Tirupur,4.2,292,62,0
2024-09-10,Tirupur,4.3,62,92,0
2024-09-13,Tirupur,6.3,68,44,0
2024-09-16,Tirupur,2.5,150,23,0
2024-09-19,Tirupur,6.2,265,34,0
2024-09-22,Tirupur,4.8,113,74,0
2024-09-25,Tirupur,7.0,7,67,1
2024-09-28,Tirupur,5.8,97,53,0
2024-10-01,Tirupur,6.6,131,98,1
2024-10-04,Tirupur,4.5,53,42,0
2024-10-07,Tirupur,2.1,67,50,0
2024-10-10,Tirupur,3.9,59,41,0
2024-10-13,Tirupur,2.8,46,58,0
2024-10-16,Tirupur,6.2,250,58,0
2024-10-19,Tirupur,5.1,142,76,1
2024-10-22,Tirupur,5.3,173,5,0
2024-10-25,Tirupur,5.3,236,41,0
2024-10-28,Tirupur,6.7,296,16,0
2024-10-31,Tirupur,3.1,29,82,0
2024-11-03,Tirupur,3.4,33,95,0
2024-11-06,Tirupur,2.4,200,11,0
2024-11-09,Tirupur,4.0,96,30,0
2024-11-12,Tirupur,6.8,209,11,0
2024-11-15,Tirupur,2.1,111,20,0
2024-11-18,Tirupur,3.9,211,36,0
2024-11-21,Tirupur,5.2,83,15,0
2024-11-24,Tirupur,3.5,226,94,0
2024-11-27,Tirupur,6.0,163,87,1
2024-11-30,Tirupur,5.0,188,85,1
2024-12-03,Tirupur,2.5,193,65,0
2024-12-06,Tirupur,3.0,233,49,0
2024-12-09,Tirupur,4.4,293,76,0
2024-12-12,Tirupur,4.1,221,47,0
2024-12-15,Tirupur,5.1,227,80,1
2024-12-18,Tirupur,4.1,25,65,0
2024-12-21,Tirupur,3.7,242,86,0
2024-12-24,Tirupur,3.1,84,63,0
2024-12-27,Tirupur,4.6,273,10,0
2024-12-30,Tirupur,3.5,228,10,0
2024-01-01,Villupuram,6.5,249,38,0
2024-01-04,Villupuram,2.7,70,87,0
2024-01-07,Villupuram,6.5,132,66,1
2024-01-10,Villupuram,4.1,296,6,0
2024-01-13,Villupuram,4.8,28,65,0
2024-01-16,Villupuram,2.5,222,52,0
2024-01-19,Villupuram,2.5,296,32,0
2024-01-22,Villupuram,3.8,46,98,0
2024-01-25,Villupuram,4.5,63,94,0
2024-01-28,Villupuram,5.3,96,100,1
2024-01-31,Villupuram,2.9,206,5,0
2024-02-03,Villupuram,2.4,157,40,0
2024-02-06,Villupuram,4.9,237,96,0
2024-02-09,Villupuram,5.4,140,43,0
2024-02-12,Villupuram,6.8,100,27,0
2024-02-15,Villupuram,2.9,137,86,0
2024-02-18,Villupuram,2.5,278,2,0
2024-02-21,Villupuram,2.0,64,1,0
2024-02-24,Villupuram,2.9,249,58,0
2024-02-27,Villupuram,5.5,254,38,0
2024-03-02,Villupuram,5.1,189,88,1
2024-03-05,Villupuram,5.4,207,38,0
2024-03-08,Villupuram,2.4,74,1,0
2024-03-11,Villupuram,3.0,13,89,0
2024-03-14,Villupuram,6.9,18,26,0
2024-03-17,Villupuram,4.4,79,83,0
2024-03-20,Villupuram,3.2,280,24,0
2024-03-23,Villupuram,2.4,242,18,0
2024-03-26,Villupuram,4.4,16,14,0
2024-03-29,Villupuram,2.8,83,94,0
2024-04-01,Villupuram,5.5,253,60,1
2024-04-04,Villupuram,2.1,235,74,0
2024-04-07,Villupuram,3.2,155,72,0
2024-04-10,Villupuram,6.1,205,6,0
2024-04-13,Villupuram,3.7,57,80,0
2024-04-16,Villupuram,6.2,226,53,0
2024-04-19,Villupuram,6.2,288,37,0
2024-04-22,Villupuram,2.2,209,62,0
2024-04-25,Villupuram,4.6,254,29,0
2024-04-28,Villupuram,5.6,275,2,0
2024-05-01,Villupuram,4.1,166,70,0
2024-05-04,Villupuram,2.3,218,60,0
2024-05-07,Villupuram,2.6,182,57,0
2024-05-10,Villupuram,5.5,15,20,0
2024-05-13,Villupuram,3.4,103,60,0
2024-05-16,Villupuram,3.7,123,64,0
2024-05-19,Villupuram,3.1,178,77,0
2024-05-22,Villupuram,6.3,244,16,0
2024-05-25,Villupuram,6.4,204,53,0
2024-05-28,Villupuram,6.2,189,60,1
2024-05-31,Villupuram,6.0,87,79,1
2024-06-03,Villupuram,3.0,49,85,0
2024-06-06,Villupuram,4.4,93,25,0
2024-06-09,Villupuram,2.8,256,12,0
2024-06-12,Villupuram,6.0,257,38,0
2024-06-15,Villupuram,3.2,290,6,0
2024-06-18,Villupuram,7.0,188,33,0
2024-06-21,Villupuram,3.8,86,22,0
2024-06-24,Villupuram,6.1,262,4,0
2024-06-27,Villupuram,6.0,177,55,0
2024-06-30,Villupuram,2.6,121,15,0
2024-07-03,Villupuram,4.8,254,33,0
2024-07-06,Villupuram,7.0,186,98,1
2024-07-09,Villupuram,2.2,290,34,0
2024-07-12,Villupuram,6.5,268,77,1
2024-07-15,Villupuram,5.3,30,56,0
2024-07-18,Villupuram,6.0,61,13,0
2024-07-21,Villupuram,5.9,57,71,1
2024-07-24,Villupuram,2.2,58,21,0
2024-07-27,Villupuram,5.1,110,46,0
2024-07-30,Villupuram,2.8,154,90,0
2024-08-02,Villupuram,4.2,264,63,0
2024-08-05,Villupuram,5.7,55,19,0
2024-08-08,Villupuram,5.2,176,17,0
2024-08-11,Villupuram,2.6,108,56,0
2024-08-14,Villupuram,6.8,8,31,0
2024-08-17,Villupuram,6.2,247,43,0
2024-08-20,Villupuram,3.4,92,10,0
2024-08-23,Villupuram,3.3,217,46,0
2024-08-26,Villupuram,5.1,130,19,0
2024-08-29,Villupuram,5.8,276,53,0
2024-09-01,Villupuram,5.9,75,54,0
2024-09-04,Villupuram,4.1,214,58,0
2024-09-07,Villupuram,6.8,269,87,1
2024-09-10,Villupuram,3.8,20,56,0
2024-09-13,Villupuram,2.7,10,91,0
2024-09-16,Villupuram,6.0,40,10,0
2024-09-19,Villupuram,3.7,210,98,0
2024-09-22,Villupuram,2.8,36,50,0
2024-09-25,Villupuram,5.8,82,73,1
2024-09-28,Villupuram,2.3,271,37,0
2024-10-01,Villupuram,4.1,288,38,0
2024-10-04,Villupuram,5.6,165,44,0
2024-10-07,Villupuram,2.0,148,67,0
2024-10-10,Villupuram,5.1,80,89,1
2024-10-13,Villupuram,4.0,110,69,0
2024-10-16,Villupuram,5.1,231,89,1
2024-10-19,Villupuram,3.7,212,99,0
2024-10-22,Villupuram,3.0,159,10,0
2024-10-25,Villupuram,2.2,176,49,0
2024-10-28,Villupuram,5.6,69,66,1
2024-10-31,Villupuram,7.0,150,27,0
2024-11-03,Villupuram,2.5,287,39,0
2024-11-06,Villupuram,4.6,86,2,0
2024-11-09,Villupuram,2.1,281,75,0
2024-11-12,Villupuram,3.3,160,92,0
2024-11-15,Villupuram,4.1,263,14,0
2024-11-18,Villupuram,5.7,195,33,0
2024-11-21,Villupuram,5.1,186,15,0
2024-11-24,Villupuram,2.2,68,57,0
2024-11-27,Villupuram,3.5,7,58,0
2024-11-30,Villupuram,3.7,125,95,0
2024-12-03,Villupuram,6.9,294,91,1
2024-12-06,Villupuram,6.5,278,76,1
2024-12-09,Villupuram,3.2,158,36,0
2024-12-12,Villupuram,5.3,298,86,1
2024-12-15,Villupuram,2.7,198,66,0
2024-12-18,Villupuram,5.7,58,41,0
2024-12-21,Villupuram,4.6,103,99,0
2024-12-24,Villupuram,3.8,55,18,0
2024-12-27,Villupuram,5.6,215,10,0
2024-12-30,Villupuram,2.5,222,16,0
2024-01-01,Dharmapuri,4.4,233,9,0
2024-01-04,Dharmapuri,3.8,274,51,0
2024-01-07,Dharmapuri,4.9,270,99,0
2024-01-10,Dharmapuri,4.0,140,74,0
2024-01-13,Dharmapuri,4.5,221,56,0
2024-01-16,Dharmapuri,5.4,255,93,1
2024-01-19,Dharmapuri,6.9,88,18,0
2024-01-22,Dharmapuri,4.5,253,91,0
2024-01-25,Dharmapuri,4.3,267,67,0
2024-01-28,Dharmapuri,2.6,113,58,0
2024-01-31,Dharmapuri,4.4,85,71,0
2024-02-03,Dharmapuri,3.8,65,77,0
2024-02-06,Dharmapuri,6.3,61,15,0
2024-02-09,Dharmapuri,3.8,153,5,0
2024-02-12,Dharmapuri,4.6,65,47,0
2024-02-15,Dharmapuri,3.5,196,38,0
2024-02-18,Dharmapuri,3.5,19,18,0
2024-02-21,Dharmapuri,2.7,220,6,0
2024-02-24,Dharmapuri,6.7,161,36,0
2024-02-27,Dharmapuri,3.1,255,0,0
2024-03-02,Dharmapuri,2.6,183,8,0
2024-03-05,Dharmapuri,6.4,218,61,1
2024-03-08,Dharmapuri,4.9,294,57,0
2024-03-11,Dharmapuri,6.5,198,60,1
2024-03-14,Dharmapuri,6.2,72,97,1
2024-03-17,Dharmapuri,2.7,240,97,0
2024-03-20,Dharmapuri,4.2,234,19,0
2024-03-23,Dharmapuri,6.3,171,11,0
2024-03-26,Dharmapuri,6.0,214,49,0
2024-03-29,Dharmapuri,3.2,207,43,0
2024-04-01,Dharmapuri,4.7,231,94,0
2024-04-04,Dharmapuri,3.4,50,21,0
2024-04-07,Dharmapuri,5.5,297,80,1
2024-04-10,Dharmapuri,6.0,163,71,1
2024-04-13,Dharmapuri,5.2,291,10,0
2024-04-16,Dharmapuri,3.0,282,73,0
2024-04-19,Dharmapuri,5.8,296,66,1
2024-04-22,Dharmapuri,2.9,248,64,0
2024-04-25,Dharmapuri,6.5,66,84,1
2024-04-28,Dharmapuri,6.7,97,2,0
2024-05-01,Dharmapuri,3.4,110,31,0
2024-05-04,Dharmapuri,6.1,232,10,0
2024-05-07,Dharmapuri,6.0,169,51,0
2024-05-10,Dharmapuri,4.9,256,2,0
2024-05-13,Dharmapuri,3.7,97,53,0
2024-05-16,Dharmapuri,2.1,275,40,0
2024-05-19,Dharmapuri,3.9,51,14,0
2024-05-22,Dharmapuri,6.9,282,21,0
2024-05-25,Dharmapuri,3.4,98,32,0
2024-05-28,Dharmapuri,5.8,83,39,0
2024-05-31,Dharmapuri,6.8,91,7,0
2024-06-03,Dharmapuri,5.1,171,23,0
2024-06-06,Dharmapuri,2.1,34,38,0
2024-06-09,Dharmapuri,3.9,168,18,0
2024-06-12,Dharmapuri,4.1,170,33,0
2024-06-15,Dharmapuri,3.9,66,6,0
2024-06-18,Dharmapuri,3.0,126,63,0
2024-06-21,Dharmapuri,4.5,263,49,0
2024-06-24,Dharmapuri,6.7,142,7,0
2024-06-27,Dharmapuri,3.6,288,52,0
2024-06-30,Dharmapuri,2.3,19,52,0
2024-07-03,Dharmapuri,5.2,14,34,0
2024-07-06,Dharmapuri,4.8,56,31,0
2024-07-09,Dharmapuri,5.8,69,38,0
2024-07-12,Dharmapuri,4.8,233,10,0
2024-07-15,Dharmapuri,6.2,261,26,0
2024-07-18,Dharmapuri,5.9,77,47,0
2024-07-21,Dharmapuri,4.7,91,100,0
2024-07-24,Dharmapuri,3.2,221,71,0
2024-07-27,Dharmapuri,4.3,5,59,0
2024-07-30,Dharmapuri,6.8,153,83,1
2024-08-02,Dharmapuri,6.9,5,7,0
2024-08-05,Dharmapuri,6.7,251,34,0
2024-08-08,Dharmapuri,5.0,199,44,0
2024-08-11,Dharmapuri,6.2,113,74,1
2024-08-14,Dharmapuri,6.2,149,5,0
2024-08-17,Dharmapuri,2.8,278,72,0
2024-08-20,Dharmapuri,2.3,50,50,0
2024-08-23,Dharmapuri,5.5,76,92,1
2024-08-26,Dharmapuri,4.8,148,55,0
2024-08-29,Dharmapuri,3.1,263,40,0
2024-09-01,Dharmapuri,6.4,180,81,1
2024-09-04,Dharmapuri,3.3,236,34,0
2024-09-07,Dharmapuri,3.2,169,43,0
2024-09-10,Dharmapuri,3.1,173,2,0
2024-09-13,Dharmapuri,6.6,73,82,1
2024-09-16,Dharmapuri,6.6,248,0,0
2024-09-19,Dharmapuri,6.5,93,52,0
2024-09-22,Dharmapuri,4.8,255,97,0
2024-09-25,Dharmapuri,4.0,46,100,0
2024-09-28,Dharmapuri,6.4,44,68,1
2024-10-01,Dharmapuri,2.2,232,86,0
2024-10-04,Dharmapuri,2.6,197,76,0
2024-10-07,Dharmapuri,3.8,95,98,0
2024-10-10,Dharmapuri,6.1,9,15,0
2024-10-13,Dharmapuri,4.3,103,56,0
2024-10-16,Dharmapuri,2.0,15,97,0
2024-10-19,Dharmapuri,3.4,188,24,0
2024-10-22,Dharmapuri,2.4,160,91,0
2024-10-25,Dharmapuri,3.1,257,46,0
2024-10-28,Dharmapuri,2.2,257,90,0
2024-10-31,Dharmapuri,5.5,112,0,0
2024-11-03,Dharmapuri,3.0,207,14,0
2024-11-06,Dharmapuri,6.3,296,64,1
2024-11-09,Dharmapuri,4.5,287,24,0
2024-11-12,Dharmapuri,5.3,294,86,1
2024-11-15,Dharmapuri,5.4,294,22,0
2024-11-18,Dharmapuri,2.3,70,95,0
2024-11-21,Dharmapuri,2.3,137,72,0
2024-11-24,Dharmapuri,6.3,272,93,1
2024-11-27,Dharmapuri,5.9,103,86,1
2024-11-30,Dharmapuri,2.1,277,78,0
2024-12-03,Dharmapuri,3.3,291,58,0
2024-12-06,Dharmapuri,2.0,223,82,0
2024-12-09,Dharmapuri,5.4,31,41,0
2024-12-12,Dharmapuri,4.2,213,35,0
2024-12-15,Dharmapuri,2.6,270,59,0
2024-12-18,Dharmapuri,4.5,269,97,0
2024-12-21,Dharmapuri,2.2,119,6,0
2024-12-24,Dharmapuri,3.4,220,68,0
2024-12-27,Dharmapuri,4.2,7,50,0
2024-12-30,Dharmapuri,3.0,46,73,0
2024-01-01,Ariyalur,6.0,120,88,1
2024-01-04,Ariyalur,4.1,43,31,0
2024-01-07,Ariyalur,3.0,173,39,0
2024-01-10,Ariyalur,2.3,54,3,0
2024-01-13,Ariyalur,4.4,17,75,0
2024-01-16,Ariyalur,6.0,176,32,0
2024-01-19,Ariyalur,3.2,247,30,0
2024-01-22,Ariyalur,6.8,32,42,0
2024-01-25,Ariyalur,4.6,126,9,0
2024-01-28,Ariyalur,5.9,229,97,1
2024-01-31,Ariyalur,2.5,233,74,0
2024-02-03,Ariyalur,2.6,36,4,0
2024-02-06,Ariyalur,3.9,38,100,0
2024-02-09,Ariyalur,2.6,231,7,0
2024-02-12,Ariyalur,3.5,226,8,0
2024-02-15,Ariyalur,2.5,33,71,0
2024-02-18,Ariyalur,2.3,200,51,0
2024-02-21,Ariyalur,2.5,215,29,0
2024-02-24,Ariyalur,6.3,10,58,0
2024-02-27,Ariyalur,3.9,224,79,0
2024-03-02,Ariyalur,5.1,178,83,1
2024-03-05,Ariyalur,6.7,18,58,0
2024-03-08,Ariyalur,4.6,103,13,0
2024-03-11,Ariyalur,2.5,39,75,0
2024-03-14,Ariyalur,5.9,104,73,1
2024-03-17,Ariyalur,2.6,265,32,0
2024-03-20,Ariyalur,3.8,251,92,0
2024-03-23,Ariyalur,5.1,100,31,0
2024-03-26,Ariyalur,2.7,27,7,0
2024-03-29,Ariyalur,2.6,228,65,0
2024-04-01,Ariyalur,6.8,188,39,0
